3.289750000000000000e+03 3.295279053000000204e+03 3.243319092000000182e+03 3.243760009999999966e+03 3.243760009999999966e+03 1.094000000000000000e+05
3.254468018000000029e+03 3.290511962999999923e+03 3.221461913999999979e+03 3.282178954999999860e+03 3.282178954999999860e+03 1.262000000000000000e+05
3.277517089999999826e+03 3.295867920000000140e+03 3.253043944999999894e+03 3.254215087999999923e+03 3.254215087999999923e+03 1.236000000000000000e+05
3.253990967000000182e+03 3.268819092000000182e+03 3.176707030999999915e+03 3.192775878999999804e+03 3.192775878999999804e+03 1.286000000000000000e+05
3.177259032999999818e+03 3.198919922000000042e+03 3.149017089999999826e+03 3.195997069999999894e+03 3.195997069999999894e+03 9.840000000000000000e+04
3.301611084000000119e+03 3.306750000000000000e+03 3.197327880999999707e+03 3.212750000000000000e+03 3.212750000000000000e+03 1.364000000000000000e+05
3.205705077999999958e+03 3.275201904000000013e+03 3.180084961000000021e+03 3.273966064000000188e+03 3.273966064000000188e+03 1.406000000000000000e+05
3.204976073999999699e+03 3.232818115000000034e+03 3.165485106999999971e+03 3.172657959000000119e+03 3.172657959000000119e+03 1.584000000000000000e+05
3.183381104000000050e+03 3.219016112999999677e+03 3.165594970999999987e+03 3.215550048999999944e+03 3.215550048999999944e+03 1.360000000000000000e+05
3.217189941000000090e+03 3.241814941000000090e+03 3.197220946999999796e+03 3.224152099999999791e+03 3.224152099999999791e+03 1.206000000000000000e+05
3.213636962999999923e+03 3.238241942999999992e+03 3.202208007999999609e+03 3.237097900000000209e+03 3.237097900000000209e+03 1.350000000000000000e+05
3.242216064000000188e+03 3.268805907999999818e+03 3.236839110999999775e+03 3.246874022999999852e+03 3.246874022999999852e+03 1.300000000000000000e+05
3.252037108999999873e+03 3.255127930000000106e+03 3.148333983999999873e+03 3.151850097999999889e+03 3.151850097999999889e+03 1.582000000000000000e+05
3.154188964999999826e+03 3.176146972999999889e+03 3.126902099999999791e+03 3.158863037000000077e+03 3.158863037000000077e+03 1.144000000000000000e+05
3.118724121000000196e+03 3.147829102000000148e+03 3.062628905999999915e+03 3.128587891000000127e+03 3.128587891000000127e+03 1.378000000000000000e+05
3.103320067999999992e+03 3.136999022999999852e+03 3.092926025000000209e+03 3.094410889000000225e+03 3.094410889000000225e+03 7.840000000000000000e+04
3.094847900000000209e+03 3.107197998000000098e+03 3.001956055000000106e+03 3.019394042999999783e+03 3.019394042999999783e+03 9.360000000000000000e+04
3.020540038999999979e+03 3.028646972999999889e+03 2.972626952999999958e+03 2.986606933999999910e+03 2.986606933999999910e+03 7.660000000000000000e+04
2.985214110999999775e+03 3.006039062999999715e+03 2.963891112999999677e+03 2.994143066000000090e+03 2.994143066000000090e+03 7.340000000000000000e+04
2.979742920000000140e+03 3.024847900000000209e+03 2.968452880999999707e+03 2.989291992000000391e+03 2.989291992000000391e+03 8.040000000000000000e+04
2.981374022999999852e+03 2.981374022999999852e+03 2.912886962999999923e+03 2.941360106999999971e+03 2.941360106999999971e+03 8.820000000000000000e+04
2.955752930000000106e+03 2.990748047000000042e+03 2.930559082000000217e+03 2.934712891000000127e+03 2.934712891000000127e+03 8.240000000000000000e+04
2.945033935999999812e+03 3.005131104000000050e+03 2.890020996000000196e+03 3.003834961000000021e+03 3.003834961000000021e+03 1.010000000000000000e+05
2.983050048999999944e+03 3.015125977000000148e+03 2.968679932000000008e+03 2.995308105000000069e+03 2.995308105000000069e+03 1.000000000000000000e+05
2.936197020999999950e+03 2.959232910000000174e+03 2.918908935999999812e+03 2.939402099999999791e+03 2.939402099999999791e+03 9.720000000000000000e+04
2.936450928000000204e+03 2.954266112999999677e+03 2.922187012000000323e+03 2.935174071999999796e+03 2.935174071999999796e+03 6.340000000000000000e+04
2.932090087999999923e+03 2.957474121000000196e+03 2.929209961000000021e+03 2.948842040999999881e+03 2.948842040999999881e+03 6.220000000000000000e+04
2.967137939000000188e+03 2.983178954999999860e+03 2.958217040999999881e+03 2.982500000000000000e+03 2.982500000000000000e+03 5.560000000000000000e+04
2.985082030999999915e+03 3.001635985999999775e+03 2.976079102000000148e+03 2.985499022999999852e+03 2.985499022999999852e+03 5.660000000000000000e+04
2.996086913999999979e+03 3.018857910000000174e+03 2.993437012000000323e+03 3.018133057000000008e+03 3.018133057000000008e+03 5.600000000000000000e+04
3.018129882999999609e+03 3.026658935999999812e+03 3.002811035000000174e+03 3.003397948999999699e+03 3.003397948999999699e+03 6.860000000000000000e+04
2.998906981999999971e+03 2.998906981999999971e+03 2.938752930000000106e+03 2.982574951000000056e+03 2.982574951000000056e+03 8.040000000000000000e+04
2.964983887000000323e+03 3.023739014000000225e+03 2.955069092000000182e+03 3.022177001999999902e+03 3.022177001999999902e+03 9.300000000000000000e+04
3.026656005999999707e+03 3.063003905999999915e+03 3.022373047000000042e+03 3.060617920000000140e+03 3.060617920000000140e+03 1.196000000000000000e+05
3.053498047000000042e+03 3.067524902000000111e+03 3.041687987999999677e+03 3.051943115000000034e+03 3.051943115000000034e+03 1.012000000000000000e+05
3.057006104000000050e+03 3.093094970999999987e+03 3.054553954999999860e+03 3.087842040999999881e+03 3.087842040999999881e+03 1.110000000000000000e+05
3.089706055000000106e+03 3.095991942999999992e+03 3.060956055000000106e+03 3.073107910000000174e+03 3.073107910000000174e+03 1.054000000000000000e+05
